10-000803a2e2df, 2023-02-17 00:32:12, -17.19
10-000803a4ddd2, 2023-02-17 00:32:12,   3.00
10-000803a2eabb, 2023-02-17 00:32:12,   7.88
10-000803bfb3ec, 2023-02-17 00:37:20,   4.38
10-000803bfc27a, 2023-02-17 00:37:20,   5.44
28-01144fd84eaa, 2023-02-17 00:37:20,  14.62
10-000803a52f34, 2023-02-17 00:37:20,   4.62
10-000803a51c74, 2023-02-17 00:37:20,   6.94
10-000803bfc80e, 2023-02-17 00:37:20, -17.75
10-000803a2e2df, 2023-02-17 00:37:20, -16.62
10-000803a4ddd2, 2023-02-17 00:37:20,   3.00
10-000803a2eabb, 2023-02-17 00:37:20,   8.00
10-000803bfb3ec, 2023-02-17 00:42:28,   4.44
10-000803bfc27a, 2023-02-17 00:42:28,   5.75
28-01144fd84eaa, 2023-02-17 00:42:28,  14.94
10-000803a52f34, 2023-02-17 00:42:28,   4.62
10-000803a51c74, 2023-02-17 00:42:28,   7.62
10-000803bfc80e, 2023-02-17 00:42:28, -17.75
10-000803a2e2df, 2023-02-17 00:42:28, -16.25
10-000803a4ddd2, 2023-02-17 00:42:28,   3.06
10-000803a2eabb, 2023-02-17 00:42:28,   8.12
10-000803bfb3ec, 2023-02-17 00:47:36,   4.44
10-000803bfc27a, 2023-02-17 00:47:36,   6.06
28-01144fd84eaa, 2023-02-17 00:47:36,  14.50
10-000803a52f34, 2023-02-17 00:47:36,   4.62
10-000803a51c74, 2023-02-17 00:47:36,   8.00
10-000803bfc80e, 2023-02-17 00:47:36, -18.50
10-000803a2e2df, 2023-02-17 00:47:36, -15.94
10-000803a4ddd2, 2023-02-17 00:47:36,   3.00
10-000803a2eabb, 2023-02-17 00:47:36,   4.56
10-000803bfb3ec, 2023-02-17 00:52:44,   4.44
10-000803bfc27a, 2023-02-17 00:52:44,   6.31
28-01144fd84eaa, 2023-02-17 00:52:44,  14.19
10-000803a52f34, 2023-02-17 00:52:44,   4.62
10-000803a51c74, 2023-02-17 00:52:44,   8.19
10-000803bfc80e, 2023-02-17 00:52:44, -17.88
10-000803a2e2df, 2023-02-17 00:52:44, -15.94
10-000803a4ddd2, 2023-02-17 00:52:44,   3.00
10-000803a2eabb, 2023-02-17 00:52:44,   6.06
10-000803bfb3ec, 2023-02-17 00:57:52,   4.50
10-000803bfc27a, 2023-02-17 00:57:52,   6.12
28-01144fd84eaa, 2023-02-17 00:57:52,  15.06
10-000803a52f34, 2023-02-17 00:57:52,   4.69
10-000803a51c74, 2023-02-17 00:57:52,   8.44
10-000803bfc80e, 2023-02-17 00:57:52, -18.38
10-000803a2e2df, 2023-02-17 00:57:52, -18.69
10-000803a4ddd2, 2023-02-17 00:57:52,   3.06
10-000803a2eabb, 2023-02-17 00:57:52,   6.69
10-000803bfb3ec, 2023-02-17 01:03:00,   4.50
10-000803bfc27a, 2023-02-17 01:03:00,   3.62
28-01144fd84eaa, 2023-02-17 01:03:00,  15.50
10-000803a52f34, 2023-02-17 01:03:00,   4.69
10-000803a51c74, 2023-02-17 01:03:00,   8.56
10-000803bfc80e, 2023-02-17 01:03:00, -19.50
10-000803a2e2df, 2023-02-17 01:03:00, -18.06
10-000803a4ddd2, 2023-02-17 01:03:00,   3.00
10-000803a2eabb, 2023-02-17 01:03:00,   7.00
10-000803bfb3ec, 2023-02-17 01:08:08,   4.44
10-000803bfc27a, 2023-02-17 01:08:08,   4.94
28-01144fd84eaa, 2023-02-17 01:08:08,  15.00
10-000803a52f34, 2023-02-17 01:08:08,   4.69
10-000803a51c74, 2023-02-17 01:08:08,   8.62
10-000803bfc80e, 2023-02-17 01:08:08, -18.31
10-000803a2e2df, 2023-02-17 01:08:08, -16.94
10-000803a4ddd2, 2023-02-17 01:08:08,   3.00
10-000803a2eabb, 2023-02-17 01:08:08,   7.25
10-000803bfb3ec, 2023-02-17 01:13:16,   4.44
10-000803bfc27a, 2023-02-17 01:13:16,   5.50
28-01144fd84eaa, 2023-02-17 01:13:16,  14.56
10-000803a52f34, 2023-02-17 01:13:16,   4.69
10-000803a51c74, 2023-02-17 01:13:16,   8.75
10-000803bfc80e, 2023-02-17 01:13:16, -17.75
10-000803a2e2df, 2023-02-17 01:13:16, -16.50
10-000803a4ddd2, 2023-02-17 01:13:16,   3.00
10-000803a2eabb, 2023-02-17 01:13:16,   7.38
10-000803bfb3ec, 2023-02-17 01:18:24,   4.44
10-000803bfc27a, 2023-02-17 01:18:24,   6.25
28-01144fd84eaa, 2023-02-17 01:18:24,  14.56
10-000803a52f34, 2023-02-17 01:18:24,   4.69
10-000803a51c74, 2023-02-17 01:18:24,   8.88
10-000803bfc80e, 2023-02-17 01:18:24, -19.06
10-000803a2e2df, 2023-02-17 01:18:24, -16.19
10-000803a4ddd2, 2023-02-17 01:18:24,   3.00
10-000803a2eabb, 2023-02-17 01:18:24,   7.56
10-000803bfb3ec, 2023-02-17 01:23:32,   4.44
10-000803bfc27a, 2023-02-17 01:23:32,   6.06
28-01144fd84eaa, 2023-02-17 01:23:32,  14.44
10-000803a52f34, 2023-02-17 01:23:32,   4.69
10-000803a51c74, 2023-02-17 01:23:32,   8.94
10-000803bfc80e, 2023-02-17 01:23:32, -18.69
10-000803a2e2df, 2023-02-17 01:23:32, -15.94
10-000803a4ddd2, 2023-02-17 01:23:32,   3.00
10-000803a2eabb, 2023-02-17 01:23:32,   7.69
10-000803bfb3ec, 2023-02-17 01:28:40,   4.31
10-000803bfc27a, 2023-02-17 01:28:40,   6.38
28-01144fd84eaa, 2023-02-17 01:28:40,  14.19
10-000803a52f34, 2023-02-17 01:28:40,   4.69
10-000803a51c74, 2023-02-17 01:28:40,   9.00
10-000803bfc80e, 2023-02-17 01:28:40, -17.94
10-000803a2e2df, 2023-02-17 01:28:40, -16.94
10-000803a4ddd2, 2023-02-17 01:28:40,   3.00
10-000803a2eabb, 2023-02-17 01:28:40,   7.81
10-000803bfb3ec, 2023-02-17 01:33:48,   4.25
10-000803bfc27a, 2023-02-17 01:33:48,   5.06
28-01144fd84eaa, 2023-02-17 01:33:48,  15.00
10-000803a52f34, 2023-02-17 01:33:48,   4.69
10-000803a51c74, 2023-02-17 01:33:48,   9.12
10-000803bfc80e, 2023-02-17 01:33:48, -17.56
10-000803a2e2df, 2023-02-17 01:33:48, -18.25
10-000803a4ddd2, 2023-02-17 01:33:48,   3.00
10-000803a2eabb, 2023-02-17 01:33:48,   4.38
10-000803bfb3ec, 2023-02-17 01:38:56,   4.31
10-000803bfc27a, 2023-02-17 01:38:56,   4.75
28-01144fd84eaa, 2023-02-17 01:38:56,  14.88
10-000803a52f34, 2023-02-17 01:38:56,   4.75
10-000803a51c74, 2023-02-17 01:38:56,   9.12
10-000803bfc80e, 2023-02-17 01:38:56, -19.62
10-000803a2e2df, 2023-02-17 01:38:56, -16.69
10-000803a4ddd2, 2023-02-17 01:38:56,   3.00
10-000803a2eabb, 2023-02-17 01:38:56,   4.88
10-000803bfb3ec, 2023-02-17 01:44:04,   4.38
10-000803bfc27a, 2023-02-17 01:44:04,   5.50
28-01144fd84eaa, 2023-02-17 01:44:04,  14.25
10-000803a52f34, 2023-02-17 01:44:04,   4.75
10-000803a51c74, 2023-02-17 01:44:04,   9.25
10-000803bfc80e, 2023-02-17 01:44:04, -18.25
10-000803a2e2df, 2023-02-17 01:44:04, -16.31
10-000803a4ddd2, 2023-02-17 01:44:04,   3.00
10-000803a2eabb, 2023-02-17 01:44:04,   6.00
10-000803bfb3ec, 2023-02-17 01:49:12,   4.38
10-000803bfc27a, 2023-02-17 01:49:12,   5.81
28-01144fd84eaa, 2023-02-17 01:49:12,  13.88
10-000803a52f34, 2023-02-17 01:49:12,   4.75
10-000803a51c74, 2023-02-17 01:49:12,   9.25
10-000803bfc80e, 2023-02-17 01:49:12, -17.75
10-000803a2e2df, 2023-02-17 01:49:12, -16.06
10-000803a4ddd2, 2023-02-17 01:49:12,   2.94
10-000803a2eabb, 2023-02-17 01:49:12,   6.56
10-000803bfb3ec, 2023-02-17 01:54:20,   4.44
10-000803bfc27a, 2023-02-17 01:54:20,   6.06
28-01144fd84eaa, 2023-02-17 01:54:20,  13.75
10-000803a52f34, 2023-02-17 01:54:20,   4.75
10-000803a51c74, 2023-02-17 01:54:20,   9.31
10-000803bfc80e, 2023-02-17 01:54:20, -17.88
10-000803a2e2df, 2023-02-17 01:54:20, -15.81
10-000803a4ddd2, 2023-02-17 01:54:20,   2.94
10-000803a2eabb, 2023-02-17 01:54:20,   6.88
10-000803bfb3ec, 2023-02-17 01:59:28,   4.50
10-000803bfc27a, 2023-02-17 01:59:28,   6.25
28-01144fd84eaa, 2023-02-17 01:59:28,  14.12
10-000803a52f34, 2023-02-17 01:59:28,   4.75
10-000803a51c74, 2023-02-17 01:59:28,   9.31
10-000803bfc80e, 2023-02-17 01:59:28, -18.69
10-000803a2e2df, 2023-02-17 01:59:28, -15.56
10-000803a4ddd2, 2023-02-17 01:59:28,   2.94
10-000803a2eabb, 2023-02-17 01:59:28,   7.12
10-000803bfb3ec, 2023-02-17 02:04:36,   4.50
10-000803bfc27a, 2023-02-17 02:04:36,   5.94
28-01144fd84eaa, 2023-02-17 02:04:36,  14.69
10-000803a52f34, 2023-02-17 02:04:36,   4.75
10-000803a51c74, 2023-02-17 02:04:36,   9.38
10-000803bfc80e, 2023-02-17 02:04:36, -18.00
10-000803a2e2df, 2023-02-17 02:04:36, -18.31
10-000803a4ddd2, 2023-02-17 02:04:36,   3.00
10-000803a2eabb, 2023-02-17 02:04:36,   7.38
10-000803bfb3ec, 2023-02-17 02:09:44,   4.56
10-000803bfc27a, 2023-02-17 02:09:44,   4.12
28-01144fd84eaa, 2023-02-17 02:09:44,  14.44
10-000803a52f34, 2023-02-17 02:09:44,   4.75
10-000803a51c74, 2023-02-17 02:09:44,   9.44
10-000803bfc80e, 2023-02-17 02:09:44, -17.56
10-000803a2e2df, 2023-02-17 02:09:44, -16.81
10-000803a4ddd2, 2023-02-17 02:09:44,   3.00
10-000803a2eabb, 2023-02-17 02:09:44,   7.50
10-000803bfb3ec, 2023-02-17 02:14:52,   4.88
10-000803bfc27a, 2023-02-17 02:14:52,   5.69
28-01144fd84eaa, 2023-02-17 02:14:52,  14.56
10-000803a52f34, 2023-02-17 02:14:52,   4.75
10-000803a51c74, 2023-02-17 02:14:52,   9.50
10-000803bfc80e, 2023-02-17 02:14:52, -19.69
10-000803a2e2df, 2023-02-17 02:14:52, -16.38
10-000803a4ddd2, 2023-02-17 02:14:52,   3.00
10-000803a2eabb, 2023-02-17 02:14:52,   7.62
10-000803bfb3ec, 2023-02-17 02:20:00,   4.62
10-000803bfc27a, 2023-02-17 02:20:00,   5.69
28-01144fd84eaa, 2023-02-17 02:20:00,  14.12
10-000803a52f34, 2023-02-17 02:20:00,   4.75
10-000803a51c74, 2023-02-17 02:20:00,   9.50
10-000803bfc80e, 2023-02-17 02:20:00, -18.38
10-000803a2e2df, 2023-02-17 02:20:00, -16.06
10-000803a4ddd2, 2023-02-17 02:20:00,   2.94
10-000803a2eabb, 2023-02-17 02:20:00,   7.75
10-000803bfb3ec, 2023-02-17 02:25:08,   4.62
10-000803bfc27a, 2023-02-17 02:25:08,   6.00
28-01144fd84eaa, 2023-02-17 02:25:08,  13.75
10-000803a52f34, 2023-02-17 02:25:08,   4.75
10-000803a51c74, 2023-02-17 02:25:08,   9.50
10-000803bfc80e, 2023-02-17 02:25:08, -17.81
10-000803a2e2df, 2023-02-17 02:25:08, -15.81
10-000803a4ddd2, 2023-02-17 02:25:08,   2.94
10-000803a2eabb, 2023-02-17 02:25:08,   7.88
10-000803bfb3ec, 2023-02-17 02:30:16,   4.62
10-000803bfc27a, 2023-02-17 02:30:16,   6.19
28-01144fd84eaa, 2023-02-17 02:30:16,  13.62
10-000803a52f34, 2023-02-17 02:30:16,   4.75
10-000803a51c74, 2023-02-17 02:30:16,   9.56
10-000803bfc80e, 2023-02-17 02:30:16, -17.50
10-000803a2e2df, 2023-02-17 02:30:16, -15.56
10-000803a4ddd2, 2023-02-17 02:30:16,   2.94
10-000803a2eabb, 2023-02-17 02:30:16,   4.06
10-000803bfb3ec, 2023-02-17 02:35:24,   4.62
10-000803bfc27a, 2023-02-17 02:35:24,   6.38
28-01144fd84eaa, 2023-02-17 02:35:24,  14.38
10-000803a52f34, 2023-02-17 02:35:24,   4.75
10-000803a51c74, 2023-02-17 02:35:24,   5.19
10-000803bfc80e, 2023-02-17 02:35:24, -19.19
10-000803a2e2df, 2023-02-17 02:35:24, -16.94
10-000803a4ddd2, 2023-02-17 02:35:24,   2.94
10-000803a2eabb, 2023-02-17 02:35:24,   4.56
10-000803bfb3ec, 2023-02-17 02:40:32,   4.62
10-000803bfc27a, 2023-02-17 02:40:32,   6.50
28-01144fd84eaa, 2023-02-17 02:40:32,  14.62
10-000803a52f34, 2023-02-17 02:40:32,   4.75
10-000803a51c74, 2023-02-17 02:40:32,   5.81
10-000803bfc80e, 2023-02-17 02:40:32, -18.19
10-000803a2e2df, 2023-02-17 02:40:32, -17.44
10-000803a4ddd2, 2023-02-17 02:40:32,   2.94
10-000803a2eabb, 2023-02-17 02:40:32,   2.25
10-000803bfb3ec, 2023-02-17 02:45:40,   4.69
10-000803bfc27a, 2023-02-17 02:45:40,   4.31
28-01144fd84eaa, 2023-02-17 02:45:40,  14.12
10-000803a52f34, 2023-02-17 02:45:40,   4.81
10-000803a51c74, 2023-02-17 02:45:40,   7.12
10-000803bfc80e, 2023-02-17 02:45:40, -17.75
10-000803a2e2df, 2023-02-17 02:45:40, -16.44
10-000803a4ddd2, 2023-02-17 02:45:40,   2.88
10-000803a2eabb, 2023-02-17 02:45:40,   5.25
10-000803bfb3ec, 2023-02-17 02:50:48,   4.69
10-000803bfc27a, 2023-02-17 02:50:48,   4.88
28-01144fd84eaa, 2023-02-17 02:50:48,  14.00
10-000803a52f34, 2023-02-17 02:50:48,   4.75
10-000803a51c74, 2023-02-17 02:50:48,   7.75
10-000803bfc80e, 2023-02-17 02:50:48, -17.94
10-000803a2e2df, 2023-02-17 02:50:48, -16.06
10-000803a4ddd2, 2023-02-17 02:50:48,   2.88
10-000803a2eabb, 2023-02-17 02:50:48,   6.00
10-000803bfb3ec, 2023-02-17 02:55:56,   4.69
10-000803bfc27a, 2023-02-17 02:55:56,   5.44
28-01144fd84eaa, 2023-02-17 02:55:56,  14.31
10-000803a52f34, 2023-02-17 02:55:56,   4.81
10-000803a51c74, 2023-02-17 02:55:56,   8.12
10-000803bfc80e, 2023-02-17 02:55:56, -18.81
10-000803a2e2df, 2023-02-17 02:55:56, -15.81
10-000803a4ddd2, 2023-02-17 02:55:56,   2.88
10-000803a2eabb, 2023-02-17 02:55:56,   6.50
10-000803bfb3ec, 2023-02-17 03:01:04,   4.75
10-000803bfc27a, 2023-02-17 03:01:04,   5.81
28-01144fd84eaa, 2023-02-17 03:01:04,  13.88
10-000803a52f34, 2023-02-17 03:01:04,   4.81
10-000803a51c74, 2023-02-17 03:01:04,   8.31
10-000803bfc80e, 2023-02-17 03:01:04, -18.06
10-000803a2e2df, 2023-02-17 03:01:04, -15.62
10-000803a4ddd2, 2023-02-17 03:01:04,   2.88
10-000803a2eabb, 2023-02-17 03:01:04,   6.81
10-000803bfb3ec, 2023-02-17 03:06:12,   4.81
10-000803bfc27a, 2023-02-17 03:06:12,   6.12
28-01144fd84eaa, 2023-02-17 03:06:12,  13.88
10-000803a52f34, 2023-02-17 03:06:12,   4.81
10-000803a51c74, 2023-02-17 03:06:12,   8.44
10-000803bfc80e, 2023-02-17 03:06:12, -17.69
10-000803a2e2df, 2023-02-17 03:06:12, -16.25
10-000803a4ddd2, 2023-02-17 03:06:12,   2.88
10-000803a2eabb, 2023-02-17 03:06:12,   7.00
10-000803bfb3ec, 2023-02-17 03:11:20,   4.75
10-000803bfc27a, 2023-02-17 03:11:20,   6.75
28-01144fd84eaa, 2023-02-17 03:11:20,  14.94
10-000803a52f34, 2023-02-17 03:11:20,   4.81
10-000803a51c74, 2023-02-17 03:11:20,   8.62
10-000803bfc80e, 2023-02-17 03:11:20, -18.75
10-000803a2e2df, 2023-02-17 03:11:20, -18.62
10-000803a4ddd2, 2023-02-17 03:11:20,   2.88
10-000803a2eabb, 2023-02-17 03:11:20,   7.19
10-000803bfb3ec, 2023-02-17 03:16:28,   4.75
10-000803bfc27a, 2023-02-17 03:16:28,   2.94
28-01144fd84eaa, 2023-02-17 03:16:28,  14.88
10-000803a52f34, 2023-02-17 03:16:28,   4.81
10-000803a51c74, 2023-02-17 03:16:28,   8.69
10-000803bfc80e, 2023-02-17 03:16:28, -18.69
10-000803a2e2df, 2023-02-17 03:16:28, -17.44
10-000803a4ddd2, 2023-02-17 03:16:28,   2.88
10-000803a2eabb, 2023-02-17 03:16:28,   7.38
10-000803bfb3ec, 2023-02-17 03:21:36,   4.75
10-000803bfc27a, 2023-02-17 03:21:36,   5.38
28-01144fd84eaa, 2023-02-17 03:21:36,  14.38
10-000803a52f34, 2023-02-17 03:21:36,   4.81
10-000803a51c74, 2023-02-17 03:21:36,   8.81
10-000803bfc80e, 2023-02-17 03:21:36, -17.94
10-000803a2e2df, 2023-02-17 03:21:36, -16.69
10-000803a4ddd2, 2023-02-17 03:21:36,   2.88
10-000803a2eabb, 2023-02-17 03:21:36,   7.50
10-000803bfb3ec, 2023-02-17 03:26:44,   4.81
10-000803bfc27a, 2023-02-17 03:26:44,   5.81
28-01144fd84eaa, 2023-02-17 03:26:44,  14.12
10-000803a52f34, 2023-02-17 03:26:44,   4.81
10-000803a51c74, 2023-02-17 03:26:44,   8.88
10-000803bfc80e, 2023-02-17 03:26:44, -17.56
10-000803a2e2df, 2023-02-17 03:26:44, -16.31
10-000803a4ddd2, 2023-02-17 03:26:44,   2.88
10-000803a2eabb, 2023-02-17 03:26:44,   7.62
10-000803bfb3ec, 2023-02-17 03:31:52,   4.94
10-000803bfc27a, 2023-02-17 03:31:52,   6.00
28-01144fd84eaa, 2023-02-17 03:31:52,  14.62
10-000803a52f34, 2023-02-17 03:31:52,   4.81
10-000803a51c74, 2023-02-17 03:31:52,   9.00
10-000803bfc80e, 2023-02-17 03:31:52, -19.81
10-000803a2e2df, 2023-02-17 03:31:52, -16.06
10-000803a4ddd2, 2023-02-17 03:31:52,   2.94
10-000803a2eabb, 2023-02-17 03:31:52,   7.75
10-000803bfb3ec, 2023-02-17 03:37:00,   4.81
10-000803bfc27a, 2023-02-17 03:37:00,   6.25
28-01144fd84eaa, 2023-02-17 03:37:00,  14.31
10-000803a52f34, 2023-02-17 03:37:00,   4.81
10-000803a51c74, 2023-02-17 03:37:00,   9.06
10-000803bfc80e, 2023-02-17 03:37:00, -18.38
10-000803a2e2df, 2023-02-17 03:37:00, -15.81
10-000803a4ddd2, 2023-02-17 03:37:00,   2.88
10-000803a2eabb, 2023-02-17 03:37:00,   4.56
10-000803bfb3ec, 2023-02-17 03:42:08,   4.88
10-000803bfc27a, 2023-02-17 03:42:08,   6.44
28-01144fd84eaa, 2023-02-17 03:42:08,  14.00
10-000803a52f34, 2023-02-17 03:42:08,   4.81
10-000803a51c74, 2023-02-17 03:42:08,   9.12
10-000803bfc80e, 2023-02-17 03:42:08, -17.81
10-000803a2e2df, 2023-02-17 03:42:08, -15.62
10-000803a4ddd2, 2023-02-17 03:42:08,   2.88
10-000803a2eabb, 2023-02-17 03:42:08,   6.06
10-000803bfb3ec, 2023-02-17 03:47:16,   4.81
10-000803bfc27a, 2023-02-17 03:47:16,   6.06
28-01144fd84eaa, 2023-02-17 03:47:16,  14.75
10-000803a52f34, 2023-02-17 03:47:16,   4.81
10-000803a51c74, 2023-02-17 03:47:16,   9.19
10-000803bfc80e, 2023-02-17 03:47:16, -16.38
10-000803a2e2df, 2023-02-17 03:47:16, -18.38
10-000803a4ddd2, 2023-02-17 03:47:16,   2.94
10-000803a2eabb, 2023-02-17 03:47:16,   6.62
10-000803bfb3ec, 2023-02-17 03:52:24,   4.88
10-000803bfc27a, 2023-02-17 03:52:24,   3.88
28-01144fd84eaa, 2023-02-17 03:52:24,  14.69
10-000803a52f34, 2023-02-17 03:52:24,   4.81
10-000803a51c74, 2023-02-17 03:52:24,   9.25
10-000803bfc80e, 2023-02-17 03:52:24, -13.00
10-000803a2e2df, 2023-02-17 03:52:24, -17.00
10-000803a4ddd2, 2023-02-17 03:52:24,   2.88
10-000803a2eabb, 2023-02-17 03:52:24,   6.94
10-000803bfb3ec, 2023-02-17 03:57:32,   4.88
10-000803bfc27a, 2023-02-17 03:57:32,   5.25
28-01144fd84eaa, 2023-02-17 03:57:32,  14.12
10-000803a52f34, 2023-02-17 03:57:32,   4.81
10-000803a51c74, 2023-02-17 03:57:32,   9.31
10-000803bfc80e, 2023-02-17 03:57:32,  -8.50
10-000803a2e2df, 2023-02-17 03:57:32, -16.38
10-000803a4ddd2, 2023-02-17 03:57:32,   2.88
10-000803a2eabb, 2023-02-17 03:57:32,   7.12
10-000803bfb3ec, 2023-02-17 04:02:40,   4.94
10-000803bfc27a, 2023-02-17 04:02:40,   5.81
28-01144fd84eaa, 2023-02-17 04:02:40,  14.12
10-000803a52f34, 2023-02-17 04:02:40,   4.81
10-000803a51c74, 2023-02-17 04:02:40,   9.31
10-000803bfc80e, 2023-02-17 04:02:40,  -5.69
10-000803a2e2df, 2023-02-17 04:02:40, -16.06
10-000803a4ddd2, 2023-02-17 04:02:40,   2.88
10-000803a2eabb, 2023-02-17 04:02:40,   7.31
10-000803bfb3ec, 2023-02-17 04:07:48,   4.88
10-000803bfc27a, 2023-02-17 04:07:48,   5.94
28-01144fd84eaa, 2023-02-17 04:07:48,  15.06
10-000803a52f34, 2023-02-17 04:07:48,   4.81
10-000803a51c74, 2023-02-17 04:07:48,   9.38
10-000803bfc80e, 2023-02-17 04:07:48, -15.38
10-000803a2e2df, 2023-02-17 04:07:48, -15.88
10-000803a4ddd2, 2023-02-17 04:07:48,   2.94
10-000803a2eabb, 2023-02-17 04:07:48,   7.44
10-000803bfb3ec, 2023-02-17 04:12:56,   4.62
10-000803bfc27a, 2023-02-17 04:12:56,   6.12
28-01144fd84eaa, 2023-02-17 04:12:56,  15.44
10-000803a52f34, 2023-02-17 04:12:56,   4.81
10-000803a51c74, 2023-02-17 04:12:56,   9.44
10-000803bfc80e, 2023-02-17 04:12:56, -19.19
10-000803a2e2df, 2023-02-17 04:12:56, -15.62
10-000803a4ddd2, 2023-02-17 04:12:56,   2.88
10-000803a2eabb, 2023-02-17 04:12:56,   7.56
10-000803bfb3ec, 2023-02-17 04:18:04,   2.94
10-000803bfc27a, 2023-02-17 04:18:04,   6.38
28-01144fd84eaa, 2023-02-17 04:18:04,  15.75
10-000803a52f34, 2023-02-17 04:18:04,   4.81
10-000803a51c74, 2023-02-17 04:18:04,   9.50
10-000803bfc80e, 2023-02-17 04:18:04, -17.44
10-000803a2e2df, 2023-02-17 04:18:04, -17.44
10-000803a4ddd2, 2023-02-17 04:18:04,   2.88
10-000803a2eabb, 2023-02-17 04:18:04,   7.75
10-000803bfb3ec, 2023-02-17 04:23:12,   3.31
10-000803bfc27a, 2023-02-17 04:23:12,   6.50
28-01144fd84eaa, 2023-02-17 04:23:12,  16.25
10-000803a52f34, 2023-02-17 04:23:12,   4.88
10-000803a51c74, 2023-02-17 04:23:12,   9.50
10-000803bfc80e, 2023-02-17 04:23:12, -19.38
10-000803a2e2df, 2023-02-17 04:23:12, -18.88
10-000803a4ddd2, 2023-02-17 04:23:12,   2.88
10-000803a2eabb, 2023-02-17 04:23:12,   7.81
10-000803bfb3ec, 2023-02-17 04:28:20,   2.94
10-000803bfc27a, 2023-02-17 04:28:20,   3.44
28-01144fd84eaa, 2023-02-17 04:28:20,  15.44
10-000803a52f34, 2023-02-17 04:28:20,   5.69
10-000803a51c74, 2023-02-17 04:28:20,   9.56
10-000803bfc80e, 2023-02-17 04:28:20, -18.19
10-000803a2e2df, 2023-02-17 04:28:20, -17.06
10-000803a4ddd2, 2023-02-17 04:28:20,   2.88
10-000803a2eabb, 2023-02-17 04:28:20,   3.06
10-000803bfb3ec, 2023-02-17 04:33:28,   2.62
10-000803bfc27a, 2023-02-17 04:33:28,   5.19
28-01144fd84eaa, 2023-02-17 04:33:28,  14.81
